STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,SECOND_TERM,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,Fall_GPA,Spring_GPA,Passed_Count,Failed_Count,Incomplete_Count,First_Completion_Rate,Second_Completion_Rate,Total_Attempt_Hours,Total_Earned_Hours,Total_Completion_Rate,Need_Coverage_Ratio,Unmet_Need_Ratio,Net_Cost,Financial_Difficulty,Major_Category
7961812,18,M,BGD 1,Y,N,990.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.31,SCHOOL 2,High School,High School,Bachelors,12,12,13.0,9.0,1258200,1316580,58380,381780.0,3.3333333333333335,4.0,6,0,0,1.0,0.6923076923076923,25.0,21.0,0.84,0.044342159230734174,0.2899785808686141,1258200,1639980.0,Undeclared
7786214,18,F,BGD 1,Y,N,950.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.73,SCHOOL 17,College/Beyond,No Information,Bachelors,12,12,12.0,12.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.0,0,0.0,STEM
7825171,18,F,BGD 1,N,N,1070.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.56,SCHOOL 230,College/Beyond,College/Beyond,Bachelors,14,14,14.0,14.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7902161,18,M,BGD 1,Y,N,1220.0,Fall 2006,Spring 2007,On Campus,1,150.0,3.54,SCHOOL 38,High School,High School,Bachelors,15,15,15.0,12.0,709740,1160520,450780,410580.0,3.3333333333333335,4.0,6,0,0,1.0,0.8,30.0,27.0,0.9,0.388429324785441,0.3537896804880571,709740,1120320.0,Social Sciences
7945149,18,F,BGD 1,Y,N,990.0,Fall 2008,Spring 2009,On Campus,1,138.0,3.93,SCHOOL 57,High School,High School,Bachelors,12,12,14.0,14.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Education
7791554,18,F,BGD 1,Y,N,950.0,Fall 2005,Spring 2006,On Campus,0,138.0,3.85,SCHOOL 42,College/Beyond,College/Beyond,Bachelors,12,12,15.0,15.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Education
8011085,18,F,BGD 3,Y,N,990.0,Fall 2006,Spring 2007,On Campus,1,69.0,3.84,SCHOOL 284,Other/Unknown,College/Beyond,Bachelors,17,16,15.0,15.0,0,224640,0,0.0,3.3333333333333335,4.0,6,0,0,0.9411764705882353,1.0,32.0,31.0,0.96875,0.0,0.0,224640,0.0,STEM
7883762,18,M,BGD 1,Y,N,990.0,Fall 2005,Spring 2006,On Campus,1,69.0,3.19,SCHOOL 11,High School,High School,Bachelors,16,11,15.0,12.0,0,0,0,0.0,3.3333333333333335,3.6666666666666665,6,0,0,0.6875,0.8,31.0,23.0,0.7419354838709677,0.0,0.0,0,0.0,Social Sciences
7771091,18,F,BGD 1,Y,N,1110.0,Fall 2008,Spring 2009,Off Campus,0,69.0,3.5,SCHOOL 130,High School,High School,Bachelors,12,12,12.0,12.0,1346640,1346640,0,692700.0,2.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.5143913740866156,1346640,2039340.0,Undeclared
7929611,17,F,BGD 3,N,N,950.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.35,SCHOOL 114,Other/Unknown,College/Beyond,Bachelors,15,15,16.0,15.0,0,0,0,0.0,3.0,4.0,6,0,0,1.0,0.9375,31.0,30.0,0.967741935483871,0.0,0.0,0,0.0,Social Sciences
8008071,18,F,BGD 1,Y,N,1110.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.68,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,17,13,18.0,18.0,1171200,1459020,287820,883020.0,2.6666666666666665,4.0,6,0,0,0.7647058823529411,1.0,35.0,31.0,0.8857142857142857,0.1972694000082247,0.6052144590204384,1171200,2054220.0,STEM
7817346,18,F,BGD 1,Y,N,1110.0,Fall 2008,Spring 2009,On Campus,1,138.0,2.92,SCHOOL 367,College/Beyond,High School,Bachelors,14,14,15.0,15.0,0,1306020,1413960,-347580.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,1.0826480452060459,-0.2661368126062388,-107940,-347580.0,Health
7945180,18,F,BGD 1,Y,N,950.0,Fall 2008,Spring 2009,On Campus,1,778.0,2.93,SCHOOL 386,College/Beyond,College/Beyond,Bachelors,14,10,16.0,16.0,244140,1306020,1061880,244140.0,2.6666666666666665,3.6666666666666665,6,0,0,0.7142857142857143,1.0,30.0,26.0,0.8666666666666667,0.8130656498369091,0.18693435016309093,244140,488280.0,Health
7917237,18,F,BGD 1,Y,N,590.0,Fall 2009,Spring 2010,On Campus,1,235.0,3.16,SCHOOL 20,High School,High School,Bachelors,14,11,16.0,16.0,988440,1418100,429660,436608.60000000003,2.6666666666666665,4.0,6,0,0,0.7857142857142857,1.0,30.0,27.0,0.9,0.30298286439602284,0.30788280093082293,988440,1425048.6,Health
7840693,18,M,BGD 1,Y,N,990.0,Fall 2005,Spring 2006,On Campus,0,138.0,3.94,SCHOOL 42,High School,College/Beyond,Bachelors,16,16,14.0,14.0,1010160,1146420,136260,456480.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.1188569634165489,0.3981786779714241,1010160,1466640.0,STEM
7798525,18,F,BGD 1,Y,N,1260.0,Fall 2006,Spring 2007,On Campus,1,69.0,3.26,SCHOOL 11,High School,High School,Bachelors,15,15,14.0,12.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,1.0,0.8571428571428571,29.0,27.0,0.9310344827586207,0.0,0.0,0,0.0,STEM
7769392,18,F,BGD 3,Y,N,870.0,Fall 2007,Spring 2008,Off Campus,1,0.0,3.77,SCHOOL 1,Other/Unknown,High School,Bachelors,14,14,12.0,12.0,0,0,0,0.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,STEM
7896716,18,M,BGD 1,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,69.0,2.73,SCHOOL 130,High School,High School,Bachelors,12,12,12.0,12.0,0,0,0,0.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.0,0,0.0,Business
7897028,18,F,BGD 1,Y,N,1070.0,Fall 2008,Spring 2009,On Campus,1,90.0,3.33,SCHOOL 72,College/Beyond,College/Beyond,Bachelors,12,12,14.0,10.0,842940,1306020,463080,215160.0,2.6666666666666665,3.6666666666666665,6,0,0,1.0,0.7142857142857143,26.0,22.0,0.8461538461538461,0.3545734368539532,0.16474479717002802,842940,1058100.0,Business
7839566,18,M,BGD 1,Y,N,990.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.06,SCHOOL 10,High School,High School,Bachelors,12,12,16.0,16.0,0,1324500,1356900,-417420.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,1.024462061155153,-0.3151528878822197,-32400,-417420.0,Undeclared
7944761,17,F,BGD 4,Y,N,1110.0,Fall 2005,Spring 2006,On Campus,1,150.0,3.14,SCHOOL 53,No Information,No Information,Bachelors,15,15,15.0,12.0,0,336960,0,-288180.0,3.0,4.0,6,0,0,1.0,0.8,30.0,27.0,0.9,0.0,-0.8552350427350427,336960,-288180.0,Education
7842458,18,F,BGD 1,N,N,1110.0,Fall 2008,Spring 2009,On Campus,0,513.0,3.75,SCHOOL 419,College/Beyond,College/Beyond,Bachelors,16,15,15.0,15.0,0,0,0,0.0,2.6666666666666665,4.0,6,0,0,0.9375,1.0,31.0,30.0,0.967741935483871,0.0,0.0,0,0.0,STEM
7841318,18,M,BGD 2,N,N,1150.0,Fall 2010,Spring 2011,On Campus,1,0.0,3.61,SCHOOL 130,High School,High School,Bachelors,18,18,19.0,17.0,0,0,717300,0.0,2.6666666666666665,4.0,6,0,0,1.0,0.8947368421052632,37.0,35.0,0.9459459459459459,inf,0.0,-717300,0.0,Social Sciences
8018209,18,F,BGD 4,Y,N,990.0,Fall 2005,Spring 2006,On Campus,1,235.0,3.92,SCHOOL 226,High School,College/Beyond,Bachelors,16,16,15.0,15.0,522300,1146420,624120,205140.0,3.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.5444078086565133,0.17893965562359346,522300,727440.0,Social Sciences
7879653,18,F,BGD 1,Y,N,1300.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.13,SCHOOL 130,Other/Unknown,Middle School/Junior High,Bachelors,13,13,12.0,12.0,1140720,1151640,10920,455040.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.009482129832239242,0.39512347608627696,1140720,1595760.0,Undeclared
7991469,18,F,BGD 3,Y,N,950.0,Fall 2007,Spring 2008,On Campus,1,90.0,3.67,SCHOOL 340,High School,High School,Bachelors,12,12,13.0,13.0,1109460,1245480,136020,286980.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.10921090663840446,0.23041718855381058,1109460,1396440.0,Social Sciences
7865472,18,M,BGD 1,Y,N,1030.0,Fall 2008,Spring 2009,Off Campus,1,0.0,3.68,SCHOOL 29,High School,High School,Bachelors,13,13,14.0,14.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,STEM
7770014,18,M,BGD 3,Y,N,950.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.33,SCHOOL 10,College/Beyond,High School,Bachelors,15,15,15.0,15.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Business
7790593,18,M,BGD 1,Y,N,990.0,Fall 2007,Spring 2008,Off Campus,1,69.0,2.81,SCHOOL 1,College/Beyond,No Information,Bachelors,16,16,14.0,14.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Health
7937241,18,F,BGD 1,Y,N,990.0,Fall 2008,Spring 2009,On Campus,1,90.0,3.13,SCHOOL 72,High School,High School,Bachelors,15,15,15.0,15.0,0,0,0,0.0,2.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Social Sciences
8034270,18,F,BGD 1,Y,N,1150.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.74,SCHOOL 34,High School,High School,Bachelors,13,13,14.0,14.0,0,0,0,0.0,2.6666666666666665,3.6666666666666665,5,1,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Undeclared
7862161,18,F,BGD 1,Y,N,1070.0,Fall 2008,Spring 2009,Off Campus,1,215.0,3.87,SCHOOL 288,College/Beyond,College/Beyond,Bachelors,16,16,15.0,15.0,0,1296900,1749660,-347580.0,2.3333333333333335,4.0,5,1,0,1.0,1.0,31.0,31.0,1.0,1.3491094147582696,-0.2680083275503123,-452760,-347580.0,Arts & Humanities
7770646,18,M,BGD 1,N,N,1190.0,Fall 2007,Spring 2008,Off Campus,0,0.0,3.73,SCHOOL 130,No Information,No Information,Bachelors,15,15,16.0,16.0,0,326880,0,-356880.0,2.0,4.0,5,0,1,1.0,1.0,31.0,31.0,1.0,0.0,-1.091776798825257,326880,-356880.0,Social Sciences
7911507,18,M,BGD 1,Y,N,1190.0,Fall 2007,Spring 2008,On Campus,1,150.0,3.5,SCHOOL 154,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,1233900,3224880,-326880.0,2.3333333333333335,4.0,5,0,1,1.0,1.0,27.0,27.0,1.0,2.613566739606127,-0.2649161196207148,-1990980,-326880.0,STEM
7914288,18,F,BGD 1,Y,N,990.0,Fall 2007,Spring 2008,On Campus,0,150.0,2.64,SCHOOL 50,Other/Unknown,College/Beyond,Bachelors,17,17,16.0,16.0,0,0,0,0.0,2.3333333333333335,4.0,5,0,1,1.0,1.0,33.0,33.0,1.0,0.0,0.0,0,0.0,STEM
7828557,18,M,BGD 1,Y,N,870.0,Fall 2006,Spring 2007,On Campus,0,69.0,3.0,SCHOOL 85,College/Beyond,College/Beyond,Bachelors,13,13,15.0,11.0,0,0,0,0.0,2.6666666666666665,3.6666666666666665,6,0,0,1.0,0.7333333333333333,28.0,24.0,0.8571428571428571,0.0,0.0,0,0.0,Health
7851062,18,F,BGD 1,Y,N,950.0,Fall 2008,Spring 2009,Off Campus,0,69.0,3.3,SCHOOL 130,College/Beyond,High School,Bachelors,15,12,15.0,14.0,0,0,0,0.0,2.3333333333333335,4.0,6,0,0,0.8,0.9333333333333333,30.0,26.0,0.8666666666666667,0.0,0.0,0,0.0,Health
7971127,18,M,BGD 4,Y,N,590.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.19,SCHOOL 98,College/Beyond,College/Beyond,Bachelors,15,15,16.0,16.0,0,0,0,0.0,2.6666666666666665,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Other
7801720,18,F,BGD 3,Y,N,1030.0,Fall 2007,Spring 2008,On Campus,1,91.0,3.08,SCHOOL 274,High School,High School,Bachelors,16,9,15.0,12.0,0,0,237540,0.0,2.3333333333333335,4.0,6,0,0,0.5625,0.8,31.0,21.0,0.6774193548387096,inf,0.0,-237540,0.0,STEM
7919385,17,F,BGD 1,Y,N,1070.0,Fall 2010,Spring 2011,On Campus,1,69.0,3.14,SCHOOL 141,High School,High School,Bachelors,12,12,15.0,15.0,0,0,0,0.0,2.3333333333333335,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Business
7878852,18,F,BGD 4,Y,N,990.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.53,SCHOOL 2,High School,College/Beyond,Bachelors,15,15,13.0,13.0,0,0,0,0.0,2.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Social Sciences
8010890,18,F,BGD 1,N,N,990.0,Fall 2009,Spring 2010,Off Campus,1,0.0,3.92,SCHOOL 6,High School,College/Beyond,Bachelors,15,15,12.0,12.0,232980,949560,716580,232980.0,2.3333333333333335,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.7546442562871225,0.24535574371287755,232980,465960.0,Undeclared
7956528,18,F,BGD 1,Y,N,1150.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.75,SCHOOL 9,No Information,No Information,Bachelors,12,12,13.0,9.0,0,0,0,0.0,2.3333333333333335,4.0,6,0,0,1.0,0.6923076923076923,25.0,21.0,0.84,0.0,0.0,0,0.0,Undeclared
7883929,18,M,BGD 1,Y,N,1110.0,Fall 2008,Spring 2009,Off Campus,0,138.0,3.09,SCHOOL 61,High School,High School,Bachelors,15,15,17.0,17.0,1145880,1306020,160140,442440.0,2.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,0.12261680525566224,0.3387696972481279,1145880,1588320.0,STEM
8031797,18,F,BGD 1,Y,N,1030.0,Fall 2010,Spring 2011,On Campus,0,59.0,4.0,SCHOOL 123,College/Beyond,High School,Bachelors,13,10,13.0,13.0,0,0,0,0.0,2.0,4.0,5,1,0,0.7692307692307693,1.0,26.0,23.0,0.8846153846153846,0.0,0.0,0,0.0,STEM
8034539,17,F,BGD 1,Y,N,1300.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.86,SCHOOL 2,High School,High School,Bachelors,13,10,14.0,14.0,0,0,0,0.0,2.0,3.6666666666666665,5,1,0,0.7692307692307693,1.0,27.0,24.0,0.8888888888888888,0.0,0.0,0,0.0,Undeclared
7963273,18,F,BGD 1,Y,N,1110.0,Fall 2010,Spring 2011,On Campus,0,69.0,3.0,SCHOOL 129,College/Beyond,College/Beyond,Bachelors,15,7,6.0,6.0,0,0,0,0.0,1.3333333333333333,3.6666666666666665,5,1,0,0.4666666666666667,1.0,21.0,13.0,0.6190476190476191,0.0,0.0,0,0.0,Social Sciences
8009950,18,F,BGD 1,Y,N,990.0,Fall 2007,Spring 2008,On Campus,1,150.0,3.58,SCHOOL 180,High School,High School,Bachelors,15,15,15.0,12.0,0,0,0,0.0,1.6666666666666667,4.0,5,0,1,1.0,0.8,30.0,27.0,0.9,0.0,0.0,0,0.0,STEM
7775573,18,F,BGD 1,Y,N,870.0,Fall 2009,Spring 2010,On Campus,1,69.0,3.35,SCHOOL 9,College/Beyond,College/Beyond,Bachelors,12,6,14.0,10.0,769860,1418100,648240,316500.0,1.0,3.6666666666666665,4,2,0,0.5,0.7142857142857143,26.0,16.0,0.6153846153846154,0.45711867992384175,0.22318595303575206,769860,1086360.0,Business
7823055,18,F,BGD 1,Y,N,1110.0,Fall 2007,Spring 2008,Off Campus,1,90.0,4.0,SCHOOL 29,College/Beyond,High School,Bachelors,16,13,13.0,13.0,0,1189920,1617600,-356880.0,0.6666666666666666,4.0,4,1,1,0.8125,1.0,29.0,26.0,0.896551724137931,1.3594191206131505,-0.299919322307382,-427680,-356880.0,STEM
7818051,18,F,BGD 1,Y,N,1110.0,Fall 2007,Spring 2008,Off Campus,1,150.0,3.4,SCHOOL 23,No Information,No Information,Bachelors,13,13,17.0,17.0,0,326880,0,-326880.0,3.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,-1.0,326880,-326880.0,Arts & Humanities
7806395,18,F,BGD 1,N,N,1190.0,Fall 2008,Spring 2009,Off Campus,0,310.0,3.86,SCHOOL 384,College/Beyond,College/Beyond,Bachelors,12,12,18.0,18.0,706500,945840,239340,325800.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.2530449124587668,0.34445572189799545,706500,1032300.0,Arts & Humanities
7769278,18,F,BGD 1,Y,N,1260.0,Fall 2010,Spring 2011,On Campus,1,246.0,3.65,SCHOOL 515,College/Beyond,College/Beyond,Bachelors,16,16,15.0,15.0,0,0,0,0.0,3.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
8000901,18,M,BGD 1,Y,N,1220.0,Fall 2007,Spring 2008,Off Campus,1,138.0,3.26,SCHOOL 98,College/Beyond,College/Beyond,Bachelors,13,13,15.0,15.0,221580,1245480,1023900,-57780.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.8220926871567589,-0.04639175257731959,221580,163800.0,Arts & Humanities
7841148,18,F,BGD 1,Y,N,1190.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.4,SCHOOL 11,No Information,No Information,Bachelors,13,9,15.0,15.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,0.6923076923076923,1.0,28.0,24.0,0.8571428571428571,0.0,0.0,0,0.0,Education
8022587,18,F,BGD 1,Y,N,1030.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.33,SCHOOL 10,College/Beyond,High School,Bachelors,12,8,12.0,12.0,700320,1316580,616260,282900.0,3.3333333333333335,3.6666666666666665,6,0,0,0.6666666666666666,1.0,24.0,20.0,0.8333333333333334,0.4680763797110696,0.21487490315818256,700320,983220.0,Arts & Humanities
8024985,18,M,BGD 1,Y,N,1070.0,Fall 2008,Spring 2009,Off Campus,1,215.0,3.92,SCHOOL 163,College/Beyond,College/Beyond,Bachelors,16,16,17.0,17.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,33.0,33.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7964633,17,F,BGD 1,Y,N,1260.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.9,SCHOOL 34,College/Beyond,College/Beyond,Bachelors,12,12,16.0,16.0,0,0,0,0.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7981511,18,M,BGD 1,Y,N,1340.0,Fall 2006,Spring 2007,Off Campus,1,69.0,4.0,SCHOOL 27,High School,College/Beyond,Bachelors,16,16,15.0,15.0,0,1187280,1243620,-449160.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,1.0474530018192845,-0.3783100869213665,-56340,-449160.0,Undeclared
7996258,18,M,BGD 1,Y,N,1420.0,Fall 2010,Spring 2011,Off Campus,1,69.0,4.0,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,17,17,14.0,14.0,0,0,0,0.0,3.3333333333333335,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,STEM
7897387,18,M,BGD 1,Y,N,1190.0,Fall 2005,Spring 2006,On Campus,1,150.0,3.79,SCHOOL 19,High School,High School,Bachelors,18,18,17.0,17.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,1.0,1.0,35.0,35.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7762211,18,F,BGD 1,Y,N,1030.0,Fall 2006,Spring 2007,Off Campus,1,0.0,3.07,SCHOOL 38,College/Beyond,College/Beyond,Bachelors,14,10,16.0,16.0,0,0,0,0.0,2.6666666666666665,4.0,6,0,0,0.7142857142857143,1.0,30.0,26.0,0.8666666666666667,0.0,0.0,0,0.0,Arts & Humanities
7930155,18,F,BGD 1,Y,N,1110.0,Fall 2007,Spring 2008,Off Campus,1,150.0,3.47,SCHOOL 132,No Information,No Information,Bachelors,13,13,17.0,17.0,0,326880,0,-326880.0,2.3333333333333335,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,-1.0,326880,-326880.0,Arts & Humanities
8026169,18,F,BGD 1,Y,N,1070.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.8,SCHOOL 11,High School,College/Beyond,Bachelors,16,16,15.0,15.0,830340,1151640,321300,409740.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,31.0,31.0,1.0,0.2789934354485777,0.355788267166823,830340,1240080.0,Arts & Humanities
8003108,18,F,BGD 1,Y,N,1150.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.8,SCHOOL 2,College/Beyond,High School,Bachelors,16,16,16.0,16.0,0,0,509820,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,inf,0.0,-509820,0.0,Undeclared
7938365,19,F,BGD 1,Y,N,530.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.93,SCHOOL 9,College/Beyond,College/Beyond,Bachelors,14,14,13.0,13.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Education
8007826,18,F,BGD 1,Y,N,530.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.81,SCHOOL 130,High School,High School,Bachelors,14,14,16.0,16.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Health
7790265,18,F,BGD 1,Y,N,1380.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.85,SCHOOL 130,No Information,No Information,Bachelors,13,13,16.0,16.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
7763528,18,F,BGD 1,Y,N,1150.0,Fall 2008,Spring 2009,Off Campus,0,69.0,3.8,SCHOOL 2,College/Beyond,No Information,Bachelors,15,15,16.0,16.0,152460,1255740,1103280,-195120.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,31.0,31.0,1.0,0.8785895169382197,-0.1553824836351474,152460,-42660.0,Arts & Humanities
7933172,18,F,BGD 1,N,N,1190.0,Fall 2010,Spring 2011,Off Campus,0,722.0,3.96,SCHOOL 505,High School,College/Beyond,Bachelors,13,13,13.0,13.0,0,0,1546680,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,26.0,26.0,1.0,inf,0.0,-1546680,0.0,Health
7861195,17,F,BGD 3,Y,N,1190.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.72,SCHOOL 82,High School,College/Beyond,Bachelors,16,16,16.0,16.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7796276,18,F,BGD 3,Y,N,1110.0,Fall 2008,Spring 2009,On Campus,1,59.0,3.07,SCHOOL 327,College/Beyond,College/Beyond,Bachelors,12,12,12.0,12.0,0,0,327120,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,24.0,24.0,1.0,inf,0.0,-327120,0.0,Business
7877145,18,M,BGD 1,Y,N,1260.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.4,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,18,18,17.0,15.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,0.8823529411764706,35.0,33.0,0.9428571428571428,0.0,0.0,0,0.0,Social Sciences
7991419,18,F,BGD 3,Y,N,640.0,Fall 2006,Spring 2007,Off Campus,1,0.0,3.38,SCHOOL 130,High School,High School,Bachelors,12,12,14.0,14.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Health
8030441,17,F,BGD 1,Y,N,910.0,Fall 2006,Spring 2007,On Campus,1,69.0,3.43,SCHOOL 85,Middle School/Junior High,High School,Bachelors,16,16,17.0,17.0,1127160,1176420,49260,421500.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,33.0,33.0,1.0,0.04187280053042281,0.35829040648747895,1127160,1548660.0,Health
7790524,18,M,BGD 1,N,N,990.0,Fall 2009,Spring 2010,Off Campus,1,0.0,2.51,SCHOOL 8,High School,College/Beyond,Bachelors,14,14,12.0,12.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Health
7849680,18,F,BGD 3,Y,N,950.0,Fall 2010,Spring 2011,Off Campus,1,0.0,3.7,SCHOOL 24,High School,College/Beyond,Bachelors,12,12,13.0,13.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0,0.0,Health
7998975,18,M,BGD 1,Y,N,1190.0,Fall 2008,Spring 2009,On Campus,1,69.0,3.53,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Other
7816399,19,M,BGD 1,Y,N,1150.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.28,SCHOOL 34,High School,High School,Bachelors,14,10,17.0,17.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,0.7142857142857143,1.0,31.0,27.0,0.8709677419354839,0.0,0.0,0,0.0,Other
8031863,18,F,BGD 1,Y,N,1190.0,Fall 2009,Spring 2010,On Campus,1,150.0,3.69,SCHOOL 295,College/Beyond,College/Beyond,Bachelors,15,15,19.0,19.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,34.0,34.0,1.0,0.0,0.0,0,0.0,STEM
