STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,SECOND_TERM,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,Fall_GPA,Spring_GPA,Passed_Count,Failed_Count,Incomplete_Count,First_Completion_Rate,Second_Completion_Rate,Total_Attempt_Hours,Total_Earned_Hours,Total_Completion_Rate,Need_Coverage_Ratio,Unmet_Need_Ratio,Net_Cost,Financial_Difficulty,Major_Category
7808615,18,F,BGD 1,Y,N,1150.0,Fall 2007,Spring 2008,On Campus,0,150.0,4.0,SCHOOL 50,No Information,No Information,Bachelors,16,16,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Undeclared
7830063,19,F,BGD 1,N,N,1190.0,Fall 2008,Spring 2009,Off Campus,1,69.0,2.89,SCHOOL 389,College/Beyond,College/Beyond,Bachelors,18,18,18.0,18.0,570000,1355760,785760,459300.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,36.0,36.0,1.0,0.5795716055939104,0.3387767746503806,570000,1029300.0,Undeclared
7847538,18,M,BGD 1,Y,N,1030.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.39,SCHOOL 82,High School,Other/Unknown,Bachelors,15,15,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
8006429,18,M,BGD 1,Y,N,1220.0,Fall 2007,Spring 2008,On Campus,1,150.0,2.93,SCHOOL 180,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Undeclared
7962680,18,F,BGD 1,Y,N,1190.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.86,SCHOOL 2,College/Beyond,High School,Bachelors,12,12,12.0,12.0,835920,1355760,519840,278340.0,4.0,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.3834306956983537,0.2053018233315631,835920,1114260.0,Arts & Humanities
7815697,18,M,BGD 1,Y,N,1070.0,Fall 2010,Spring 2011,Off Campus,1,69.0,4.0,SCHOOL 5,High School,College/Beyond,Bachelors,15,15,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,STEM
7838856,18,F,BGD 1,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.93,SCHOOL 2,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,STEM
7960448,18,F,BGD 1,Y,N,740.0,Fall 2005,Spring 2006,Off Campus,1,0.0,4.0,SCHOOL 130,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,STEM
7944779,18,F,BGD 3,Y,N,1070.0,Fall 2005,Spring 2006,Off Campus,1,150.0,4.0,SCHOOL 54,College/Beyond,College/Beyond,Bachelors,16,16,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Business
7902044,18,F,BGD 1,Y,N,990.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.69,SCHOOL 189,College/Beyond,College/Beyond,Bachelors,16,16,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Undeclared
7978363,18,M,BGD 1,N,N,1220.0,Fall 2007,Spring 2008,Off Campus,1,4501.0,3.34,SCHOOL 342,College/Beyond,College/Beyond,Bachelors,15,15,18.0,15.0,203040,1264860,1061820,203040.0,4.0,4.0,6,0,0,1.0,0.8333333333333334,33.0,30.0,0.9090909090909091,0.8394763056780987,0.16052369432190125,203040,406080.0,Social Sciences
7884573,18,F,BGD 1,Y,N,1070.0,Fall 2007,Spring 2008,Off Campus,0,69.0,4.0,SCHOOL 11,Middle School/Junior High,High School,Bachelors,16,16,16.0,16.0,0,1189920,5163240,-326880.0,4.0,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,4.33914885034288,-0.2747075433642598,-3973320,-326880.0,Undeclared
7915174,18,F,BGD 6,Y,N,1260.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.93,SCHOOL 2,No Information,No Information,Bachelors,17,17,13.0,13.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,STEM
7793763,17,M,BGD 1,Y,N,1220.0,Fall 2008,Spring 2009,Off Campus,1,0.0,4.0,SCHOOL 130,College/Beyond,High School,Bachelors,15,15,16.0,16.0,0,1255740,1344360,-347580.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,1.070571933680539,-0.2767929666969277,-88620,-347580.0,Social Sciences
7856147,18,F,BGD 1,Y,N,1260.0,Fall 2010,Spring 2011,On Campus,1,69.0,3.96,SCHOOL 28,College/Beyond,College/Beyond,Bachelors,15,15,18.0,18.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,33.0,33.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7963414,18,F,BGD 1,Y,N,1220.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.35,SCHOOL 19,High School,College/Beyond,Bachelors,18,18,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,33.0,33.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7824708,18,F,BGD 1,Y,N,1070.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.26,SCHOOL 98,High School,College/Beyond,Bachelors,12,12,17.0,13.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,0.7647058823529411,29.0,25.0,0.8620689655172413,0.0,0.0,0,0.0,Undeclared
8004193,17,M,BGD 1,N,N,1030.0,Fall 2009,Spring 2010,Off Campus,0,661.0,3.5,SCHOOL 14,College/Beyond,High School,Bachelors,14,14,14.0,14.0,1083000,1324500,241500,476580.0,4.0,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.1823329558323896,0.35981879954699886,1083000,1559580.0,STEM
7847769,18,M,BGD 6,Y,N,1110.0,Fall 2010,Spring 2011,On Campus,1,150.0,2.4,SCHOOL 121,College/Beyond,College/Beyond,Bachelors,17,13,17.0,17.0,0,0,0,0.0,4.0,4.0,6,0,0,0.7647058823529411,1.0,34.0,30.0,0.8823529411764706,0.0,0.0,0,0.0,STEM
7955834,18,F,BGD 1,N,N,990.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.71,SCHOOL 15,High School,High School,Bachelors,12,12,13.0,13.0,567000,835680,268680,409500.0,4.0,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.3215106260769673,0.490020103388857,567000,976500.0,Health
7835444,18,F,BGD 3,Y,N,910.0,Fall 2006,Spring 2007,On Campus,1,138.0,3.72,SCHOOL 283,College/Beyond,College/Beyond,Bachelors,12,12,13.0,13.0,0,1176420,1875240,-299160.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,25.0,25.0,1.0,1.5940225429693478,-0.25429693476819504,-698820,-299160.0,Health
7879984,18,F,BGD 1,Y,N,1300.0,Fall 2006,Spring 2007,On Campus,1,283.0,3.73,SCHOOL 304,High School,College/Beyond,Bachelors,15,15,13.0,13.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Undeclared
8033729,18,F,BGD 1,Y,N,1190.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.5,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,13,13,16.0,16.0,0,1189920,5328600,-326880.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,4.4781161758773695,-0.2747075433642598,-4138680,-326880.0,Health
8007842,18,F,BGD 1,Y,N,590.0,Fall 2008,Spring 2009,Off Campus,0,69.0,3.12,SCHOOL 130,High School,High School,Bachelors,15,15,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Health
7840904,18,F,BGD 1,Y,N,1300.0,Fall 2008,Spring 2009,Off Campus,1,69.0,4.0,SCHOOL 130,College/Beyond,High School,Bachelors,15,15,17.0,17.0,0,403680,0,-529620.0,4.0,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,-1.3119797859690845,403680,-529620.0,Health
7884297,18,F,BGD 3,Y,N,1110.0,Fall 2008,Spring 2009,On Campus,1,138.0,3.73,SCHOOL 61,College/Beyond,High School,Bachelors,13,13,18.0,18.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Health
8035107,18,F,BGD 1,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,69.0,4.0,SCHOOL 2,High School,College/Beyond,Bachelors,13,13,15.0,15.0,0,1151640,1474560,-438180.0,4.0,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,1.2804001250390746,-0.3804834844222153,-322920,-438180.0,STEM
7988952,18,F,BGD 1,Y,N,1110.0,Fall 2006,Spring 2007,On Campus,1,0.0,3.57,SCHOOL 229,No Information,High School,Bachelors,16,16,16.0,16.0,861720,1176420,314700,405060.0,4.0,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.2675065027796195,0.3443158055796399,861720,1266780.0,STEM
7877120,18,F,BGD 1,N,N,1220.0,Fall 2006,Spring 2007,Off Campus,1,69.0,4.0,SCHOOL 148,No Information,No Information,Bachelors,13,13,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Education
7889681,18,F,BGD 1,Y,N,1300.0,Fall 2006,Spring 2007,On Campus,1,90.0,3.81,SCHOOL 298,No Information,No Information,Bachelors,13,13,15.0,15.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,STEM
7906085,18,F,BGD 1,Y,N,640.0,Fall 2007,Spring 2008,On Campus,1,150.0,3.9,SCHOOL 175,College/Beyond,College/Beyond,Bachelors,17,17,15.0,15.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,STEM
7960831,18,F,BGD 3,Y,N,990.0,Fall 2008,Spring 2009,Off Campus,1,69.0,4.0,SCHOOL 26,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,STEM
7979908,17,F,BGD 3,Y,N,1110.0,Fall 2008,Spring 2009,Off Campus,1,0.0,4.0,SCHOOL 5,College/Beyond,High School,Bachelors,15,15,13.0,13.0,849660,1255740,406080,502080.0,4.0,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.3233790434325577,0.3998279898705146,849660,1351740.0,STEM
7792083,18,F,BGD 3,Y,N,1070.0,Fall 2009,Spring 2010,On Campus,1,150.0,4.0,SCHOOL 121,High School,College/Beyond,Bachelors,16,16,16.0,16.0,0,1410180,1439460,-921300.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,1.0207633068118964,-0.6533208526571076,-29280,-921300.0,STEM
7872470,18,F,BGD 1,Y,N,1220.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.92,SCHOOL 11,High School,High School,Bachelors,14,14,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,STEM
7912174,18,F,BGD 3,Y,N,530.0,Fall 2005,Spring 2006,Off Campus,1,188.0,3.43,SCHOOL 88,College/Beyond,College/Beyond,Bachelors,14,14,15.0,15.0,0,1146420,1254840,-408180.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,1.0945726697022033,-0.35604752185063065,-108420,-408180.0,Arts & Humanities
7799972,18,F,BGD 1,Y,N,640.0,Fall 2005,Spring 2006,On Campus,0,138.0,3.6,SCHOOL 131,No Information,No Information,Bachelors,18,18,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Undeclared
7980894,17,F,BGD 1,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,0.0,4.0,SCHOOL 130,College/Beyond,High School,Bachelors,14,14,17.0,14.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,0.8235294117647058,31.0,28.0,0.9032258064516129,0.0,0.0,0,0.0,Undeclared
7774359,19,M,BGD 1,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,90.0,3.96,SCHOOL 33,College/Beyond,College/Beyond,Bachelors,15,15,17.0,17.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7924473,18,M,BGD 1,Y,N,1220.0,Fall 2005,Spring 2006,Off Campus,1,150.0,2.97,SCHOOL 128,College/Beyond,High School,Bachelors,15,15,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7979978,18,F,BGD 1,Y,N,1030.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.58,SCHOOL 8,No Information,No Information,Bachelors,15,15,7.0,7.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,22.0,22.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7888437,18,F,BGD 1,N,N,1260.0,Fall 2005,Spring 2006,Off Campus,1,614.0,3.9,SCHOOL 223,No Information,No Information,Bachelors,17,17,19.0,19.0,0,224640,0,-6000.0,4.0,4.0,6,0,0,1.0,1.0,36.0,36.0,1.0,0.0,-0.026709401709401708,224640,-6000.0,Arts & Humanities
7817369,18,F,BGD 1,Y,N,640.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.79,SCHOOL 2,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Education
7807175,18,F,BGD 1,Y,N,1030.0,Fall 2006,Spring 2007,On Campus,1,69.0,4.0,SCHOOL 27,Middle School/Junior High,High School,Bachelors,15,15,15.0,15.0,1165740,1176420,10680,587580.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.009078390370785944,0.49946447697250984,1165740,1753320.0,STEM
7800120,18,F,BGD 1,Y,N,590.0,Fall 2006,Spring 2007,Off Campus,1,0.0,3.6,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,14,14,17.0,17.0,15180,1504980,1489800,-283980.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.9899134872224216,-0.18869353745564726,15180,-268800.0,Education
7911769,18,F,BGD 1,Y,N,1150.0,Fall 2006,Spring 2007,Off Campus,0,90.0,3.54,SCHOOL 52,College/Beyond,High School,Bachelors,15,15,15.0,15.0,355200,1176420,821220,56040.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.6980670168817259,0.047636048350079056,355200,411240.0,Social Sciences
7812855,17,F,BGD 1,Y,N,1340.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.26,SCHOOL 98,No Information,No Information,Bachelors,15,15,12.0,12.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7922706,18,F,BGD 1,Y,N,1070.0,Fall 2007,Spring 2008,Off Campus,1,90.0,4.0,SCHOOL 29,High School,No Information,Bachelors,16,16,13.0,13.0,0,199440,519840,-200640.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,2.6064981949458486,-1.0060168471720818,-320400,-200640.0,Other
7936910,18,F,BGD 1,Y,N,1070.0,Fall 2007,Spring 2008,Off Campus,1,69.0,4.0,SCHOOL 11,High School,High School,Bachelors,12,12,12.0,12.0,1297440,1297440,0,438960.0,4.0,4.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.33832778394376617,1297440,1736400.0,Business
7908767,18,F,BGD 1,Y,N,990.0,Fall 2007,Spring 2008,Off Campus,1,0.0,3.46,SCHOOL 130,No Information,No Information,Bachelors,15,15,16.0,16.0,0,326880,0,-326880.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,-1.0,326880,-326880.0,Social Sciences
8012125,18,F,BGD 1,Y,N,1110.0,Fall 2007,Spring 2008,Off Campus,1,0.0,3.93,SCHOOL 70,Other/Unknown,High School,Bachelors,12,12,15.0,15.0,1285860,1285860,0,655380.0,4.0,4.0,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.5096822360132518,1285860,1941240.0,Business
7920043,18,F,BGD 6,Y,N,1070.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.93,SCHOOL 130,Middle School/Junior High,Middle School/Junior High,Bachelors,12,12,15.0,15.0,1255740,1255740,0,624300.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.49715705480433847,1255740,1880040.0,STEM
8021841,18,F,BGD 1,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,69.0,3.67,SCHOOL 20,High School,College/Beyond,Bachelors,15,15,15.0,13.0,1299360,1418100,118740,237480.0,4.0,4.0,6,0,0,1.0,0.8666666666666667,30.0,28.0,0.9333333333333333,0.08373175375502433,0.16746350751004865,1299360,1536840.0,Social Sciences
7913009,18,F,BGD 1,Y,N,1260.0,Fall 2009,Spring 2010,On Campus,1,150.0,2.9,SCHOOL 184,College/Beyond,High School,Bachelors,13,13,12.0,12.0,806760,1418100,611340,222300.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,25.0,25.0,1.0,0.43109794795853607,0.15675904379098793,806760,1029060.0,Arts & Humanities
8036557,18,F,BGD 1,Y,N,530.0,Fall 2009,Spring 2010,On Campus,1,150.0,3.63,SCHOOL 453,High School,College/Beyond,Bachelors,15,15,16.0,16.0,1360620,1418100,57480,124200.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.04053310767928919,0.08758197588322403,1360620,1484820.0,Social Sciences
7918673,18,F,BGD 1,Y,N,1340.0,Fall 2009,Spring 2010,On Campus,1,90.0,4.0,SCHOOL 72,No Information,No Information,Bachelors,13,13,18.0,18.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7889645,18,F,BGD 1,Y,N,1190.0,Fall 2010,Spring 2011,Off Campus,0,69.0,3.8,SCHOOL 5,College/Beyond,High School,Bachelors,14,10,12.0,12.0,0,0,0,0.0,4.0,4.0,6,0,0,0.7142857142857143,1.0,26.0,22.0,0.8461538461538461,0.0,0.0,0,0.0,Education
7853296,18,M,BGD 1,Y,N,1190.0,Fall 2010,Spring 2011,Off Campus,1,0.0,4.0,SCHOOL 130,No Information,No Information,Bachelors,14,14,16.0,16.0,0,150540,0,-139140.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,-0.9242726185731367,150540,-139140.0,Undeclared
7982184,18,F,BGD 1,N,N,1190.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.75,SCHOOL 7,College/Beyond,High School,Bachelors,13,9,12.0,12.0,0,0,0,0.0,4.0,4.0,6,0,0,0.6923076923076923,1.0,25.0,21.0,0.84,0.0,0.0,0,0.0,Undeclared
7832824,18,M,BGD 1,Y,N,1190.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.75,SCHOOL 130,High School,High School,Bachelors,13,13,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
7804470,18,M,BGD 1,Y,N,1380.0,Fall 2009,Spring 2010,Off Campus,1,69.0,4.0,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,16,16,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7767164,17,F,BGD 1,Y,N,1150.0,Fall 2010,Spring 2011,Off Campus,1,69.0,4.0,SCHOOL 25,Other/Unknown,High School,Bachelors,12,12,13.0,13.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0,0.0,Health
7811151,18,F,BGD 1,Y,N,990.0,Fall 2010,Spring 2011,Off Campus,1,0.0,3.9,SCHOOL 2,Other/Unknown,College/Beyond,Bachelors,16,16,14.0,14.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Undeclared
7767339,18,M,BGD 6,Y,N,1150.0,Fall 2005,Spring 2006,Off Campus,1,0.0,3.6,SCHOOL 1,High School,College/Beyond,Bachelors,13,13,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
7924651,18,M,BGD 1,Y,N,1190.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.56,SCHOOL 1,High School,No Information,Bachelors,14,14,15.0,15.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,STEM
7890157,18,M,BGD 1,Y,N,1260.0,Fall 2007,Spring 2008,On Campus,1,59.0,4.0,SCHOOL 18,College/Beyond,High School,Bachelors,16,16,16.0,16.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,STEM
7756755,18,F,BGD 1,Y,N,1150.0,Fall 2005,Spring 2006,On Campus,1,69.0,4.0,SCHOOL 9,College/Beyond,College/Beyond,Bachelors,15,15,13.0,13.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,STEM
8001580,18,M,BGD 4,Y,N,1190.0,Fall 2008,Spring 2009,Off Campus,1,150.0,4.0,SCHOOL 216,College/Beyond,College/Beyond,Bachelors,16,16,16.0,16.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7877781,18,M,BGD 1,Y,N,990.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.53,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,13,13,13.0,13.0,0,150540,0,-139140.0,4.0,4.0,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,-0.9242726185731367,150540,-139140.0,Undeclared
7970735,18,F,BGD 1,Y,N,1150.0,Fall 2010,Spring 2011,Off Campus,1,69.0,4.0,SCHOOL 10,College/Beyond,College/Beyond,Bachelors,15,15,15.0,15.0,0,301080,752160,-278280.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,2.4982064567556796,-0.9242726185731367,-451080,-278280.0,Undeclared
8000195,18,F,BGD 1,N,N,1070.0,Fall 2007,Spring 2008,Off Campus,1,997.0,4.0,SCHOOL 311,College/Beyond,College/Beyond,Bachelors,14,13,16.0,16.0,0,902760,2493720,-216000.0,3.6666666666666665,4.0,6,0,0,0.9285714285714286,1.0,30.0,29.0,0.9666666666666667,2.762328858168284,-0.23926625016615713,-1590960,-216000.0,Arts & Humanities
7885602,18,F,BGD 3,Y,N,990.0,Fall 2010,Spring 2011,Off Campus,1,69.0,3.78,SCHOOL 34,No Information,No Information,Bachelors,15,15,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Business
7819389,18,M,BGD 3,Y,N,990.0,Fall 2005,Spring 2006,On Campus,1,0.0,3.92,SCHOOL 43,High School,No Information,Bachelors,13,13,12.0,12.0,1146420,1146420,0,447240.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.39011880462657667,1146420,1593660.0,STEM
7807583,18,F,BGD 6,Y,N,1380.0,Fall 2005,Spring 2006,Off Campus,0,69.0,3.93,SCHOOL 1,No Information,No Information,Bachelors,16,16,15.0,15.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Undeclared
8002726,18,F,BGD 1,Y,N,1150.0,Fall 2005,Spring 2006,On Campus,1,69.0,3.33,SCHOOL 9,Other/Unknown,High School,Bachelors,12,12,13.0,13.0,0,0,0,0.0,3.6666666666666665,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0,0.0,Business
7925537,18,M,BGD 1,Y,N,1030.0,Fall 2006,Spring 2007,Off Campus,1,69.0,4.0,SCHOOL 10,No Information,No Information,Bachelors,12,12,13.0,13.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0,0.0,STEM
8012858,18,M,BGD 1,Y,N,1150.0,Fall 2006,Spring 2007,Off Campus,1,181.0,3.8,SCHOOL 229,College/Beyond,College/Beyond,Bachelors,14,14,17.0,17.0,0,0,0,0.0,4.0,3.6666666666666665,6,0,0,1.0,1.0,31.0,31.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7941787,19,M,BGD 1,Y,N,640.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.0,SCHOOL 8,No Information,No Information,Bachelors,12,12,12.0,12.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
8025317,18,M,BGD 1,Y,N,1070.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.0,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,13,9,12.0,12.0,0,0,0,0.0,4.0,4.0,6,0,0,0.6923076923076923,1.0,25.0,21.0,0.84,0.0,0.0,0,0.0,Business
8014090,18,F,BGD 1,Y,N,990.0,Fall 2007,Spring 2008,Off Campus,1,69.0,4.0,SCHOOL 11,No Information,No Information,Bachelors,15,15,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Undeclared
7945015,18,F,BGD 3,Y,N,950.0,Fall 2007,Spring 2008,On Campus,1,150.0,3.61,SCHOOL 45,No Information,College/Beyond,Bachelors,13,13,17.0,17.0,1192380,1245480,53100,324000.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0426341651411504,0.26014066865786684,1192380,1516380.0,Other
7905853,18,F,BGD 1,Y,N,1190.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.86,SCHOOL 2,High School,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0,4.0,4.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Undeclared
